statement,statement_clean,speaker,subject,party_affiliation,context,label,y,baseline_pred,final_linear_pred,xgb_pred
Says CNN reported Ben Carson was taking a break from campaigning and the Cruz campaign forwarded that news to our volunteers.,says cnn reported ben carson was taking a break from campaigning and the cruz campaign forwarded that news to our volunteers,ted-cruz,candidates-biography,republican,OTHER,false,0,1,1,1
There is no record of congresswoman Betty Sutton ... ever holding a single in-person town hall meeting open to the general public.,there is no record of congresswoman betty sutton ever holding a single in person town hall meeting open to the general public,jim-renacci,job-accomplishments,republican,a news release,false,0,1,1,1
Iraq has the second-largest oilfields in the world (behind) Saudi Arabia.,iraq has the second largest oilfields in the world behind saudi arabia,donald-trump,OTHER,republican,OTHER,mostly-true,1,1,0,0
Says he got twice as much money from the sale of County Grounds land than Milwaukee County Executive Scott Walker was willing to accept.,says he got twice as much money from the sale of county grounds land than milwaukee county executive scott walker was willing to accept,lee-holloway,job-accomplishments,none,OTHER,barely-true,1,1,0,0
On the Bush tax cuts.,on the bush tax cuts,john-mccain,taxes,republican,flip-o-meter,false,0,1,1,1
Says American polling shows Russian President Vladimir Putin has an 80 percent approval rating.,says american polling shows russian president vladimir putin has an 80 percent approval rating,donald-trump,polls,republican,"an interview on NBC's ""Meet the Press""",true,1,1,1,0
I can tell you with certainty (capandtrade)would have a devastating impact on our economy.,i can tell you with certainty capandtrade would have a devastating impact on our economy,marco-rubio,"cap-and-trade,climate-change",republican,OTHER,false,0,1,0,1
Says Denmarks suicide rate has been about twice as high as the United States over the past five decades.,says denmarks suicide rate has been about twice as high as the united states over the past five decades,viral-image,OTHER,none,OTHER,barely-true,1,1,0,0
"China has total control, just about, of North Korea.",china has total control just about of north korea,donald-trump,"foreign-policy,nuclear",republican,OTHER,barely-true,1,1,0,0
The fact is the Clinton Foundation has got about 80 percent in overhead and 20 percent of the money is actually getting into the places it should.,the fact is the clinton foundation has got about 80 percent in overhead and 20 percent of the money is actually getting into the places it should,reince-priebus,candidates-biography,republican,OTHER,false,0,1,1,1
The U.S. Constitution owes its notion of democracy to the Iroquois Tribes.,the u s constitution owes its notion of democracy to the iroquois tribes,facebook-posts,OTHER,none,OTHER,barely-true,1,1,0,0
"Gov. Romney himself, with 28 other Republican governors, supported policies that would have eliminated the time limits in the welfare reform law and allowed people to stay on welfare forever.",gov romney himself with 28 other republican governors supported policies that would have eliminated the time limits in the welfare reform law and allowed people to stay on welfare forever,jay-carney,welfare,none,OTHER,false,0,1,1,1
"Under Lt. Gov. Lee Fisher, Ohio is 44th in the country in terms of getting money actually into worker retraining.",under lt gov lee fisher ohio is 44th in the country in terms of getting money actually into worker retraining,rob-portman,"economy,government-efficiency,jobs",republican,a debate,false,0,1,1,1
"Right now, an employer has more of a chance of getting hit by lightning than be prosecuted for hiring an undocumented worker. That has to change.",right now an employer has more of a chance of getting hit by lightning than be prosecuted for hiring an undocumented worker that has to change,barack-obama,immigration,democrat,Las Vegas,false,0,1,1,1
Wisconsin dropped from second in the country to 41st among states where more than half the students took the ACT exam.,wisconsin dropped from second in the country to 41st among states where more than half the students took the act exam,state-democratic-party-wisconsin,OTHER,democrat,a news release,pants-fire,0,1,1,1
Says an Obama administration policy prohibits people who work with at-risk youth from promoting marriage as a way to avoid poverty.,says an obama administration policy prohibits people who work with at risk youth from promoting marriage as a way to avoid poverty,rick-santorum,OTHER,republican,OTHER,false,0,1,1,1
Loranne Ausley voted six times to tax your savings.,loranne ausley voted six times to tax your savings,republican-party-florida,taxes,republican,OTHER,false,0,1,1,1
"The percentage of black children born without a father in the home has risen from 7 percent in 1964 to 73 percent today, due to changes from President Lyndon Johnsons Great Society.",the percentage of black children born without a father in the home has risen from 7 percent in 1964 to 73 percent today due to changes from president lyndon johnsons great society,facebook-posts,OTHER,none,OTHER,false,0,1,1,1
ACORN could get up to $8.5 billion more tax dollars despite being under investigation for voter registration fraud in a dozen states.,acorn could get up to 8 5 billion more tax dollars despite being under investigation for voter registration fraud in a dozen states,michele-bachmann,federal-budget,republican,a press release,false,0,1,0,1
"Says Congressman Jon Runyan does not want to cut taxes for the middle class, but only for millionaires.",says congressman jon runyan does not want to cut taxes for the middle class but only for millionaires,democratic-congressional-campaign-committee,taxes,democrat,a video posted on YouTube,barely-true,1,1,0,0
Under Hillary Clintons plan illegal immigrants convicted of committing crimes get to stay.,under hillary clintons plan illegal immigrants convicted of committing crimes get to stay,donald-trump,immigration,republican,a TV ad,half-true,1,1,1,0
"The Obama administration leaked information, deliberately or otherwise, that led to the identification of the Pakistani doctor that helped us in achieving our goals and killing bin Laden.",the obama administration leaked information deliberately or otherwise that led to the identification of the pakistani doctor that helped us in achieving our goals and killing bin laden,OTHER,OTHER,none,a web video,false,0,1,1,1
Says President Barack Obama spent nearly a trillion dollars on make-work government jobs.,says president barack obama spent nearly a trillion dollars on make work government jobs,rand-paul,OTHER,republican,OTHER,false,0,1,1,1
Says a Ted Cruz ad has got me bull-dozing down a house.I never bulldozed it down. Its false advertising.,says a ted cruz ad has got me bull dozing down a house i never bulldozed it down its false advertising,donald-trump,housing,republican,"an interview on NBC's ""Meet the Press""",half-true,1,1,0,0
"In the 513 days between Trayvon dying, and todays verdict, 11,106 African-Americans have been murdered by other African-Americans.",in the 513 days between trayvon dying and todays verdict 11 106 african americans have been murdered by other african americans,tweets,crime,none,tweets,barely-true,1,1,0,0
Says Republican Rep. Charlie Dent wants to kick the Freedom Caucus out of the Republican conference for voting our conscience.,says republican rep charlie dent wants to kick the freedom caucus out of the republican conference for voting our conscience,dave-brat,OTHER,republican,"comments on ""Meet the Press""",false,0,1,0,1
"He was offered medical care for his injuries if he would give up military information in return. John McCain said, 'No.' ",he was offered medical care for his injuries if he would give up military information in return john mccain said 'no ',fred-thompson,candidates-biography,republican,a speech at the Republican National Convention,false,0,1,1,1
Two-thirds of Wisconsin corporations dont pay state income taxes.,two thirds of wisconsin corporations dont pay state income taxes,one-wisconsin-now,OTHER,organization,OTHER,mostly-true,1,1,1,0
Obamacare ... will kill jobs across America.,obamacare will kill jobs across america,us-chamber-commerce,OTHER,none,a television ad,false,0,1,1,1
"Says his bill, HB 97, would prevent the use of taxpayer dollars on abortions.",says his bill hb 97 would prevent the use of taxpayer dollars on abortions,OTHER,"abortion,health-care",republican,OTHER,false,0,1,1,1
Federal health care reforms amounted to the government takeover of health care.,federal health care reforms amounted to the government takeover of health care,tommy-thompson,health-care,republican,a television ad,pants-fire,0,0,0,1
"When he worked for ATT, he ""was responsible for large parts in a $5 billion organization.""",when he worked for att he was responsible for large parts in a 5 billion organization,OTHER,job-accomplishments,republican,UNKNOWN,false,0,1,1,1
"Of the roughly 15 percent of Americans who dont have health insurance, half of them made more than $50,000 a year.",of the roughly 15 percent of americans who dont have health insurance half of them made more than 50 000 a year,rand-paul,OTHER,republican,OTHER,false,0,1,1,1
"McCain ""has opposed stem cell research.""",mccain has opposed stem cell research,barack-obama,health-care,democrat,a radio ad,false,0,1,1,1
"The EPA wants to hire 230,000 new government regulators that will cost the taxpayer $21 billion.",the epa wants to hire 230 000 new government regulators that will cost the taxpayer 21 billion,allen-west,OTHER,republican,a TV interview,false,0,1,0,1
Victory! Republicans by 2 to 1 vote to endorse Mark Neumann on first ballot at GOP convention.,victory republicans by 2 to 1 vote to endorse mark neumann on first ballot at gop convention,mark-neumann,elections,republican,a website alert,false,0,1,0,1
Foreign Chinese prostitution money is allegedly behind the groups funding Congressman Sean Duffys Republican Majority.,foreign chinese prostitution money is allegedly behind the groups funding congressman sean duffys republican majority,democratic-congressional-campaign-committee,campaign-finance,democrat,a news release,pants-fire,0,1,1,1
Rhode Islands unemployment insurance system is the most expensive such system in the country.,rhode islands unemployment insurance system is the most expensive such system in the country,kenneth-block,OTHER,republican,OTHER,false,0,1,1,1
"Says a YouTube video shows Thomas DiMassimo, the man who rushed Trump at an Ohio rally, dragging the American flag on the ground like it was a piece of garbage.",says a youtube video shows thomas dimassimo the man who rushed trump at an ohio rally dragging the american flag on the ground like it was a piece of garbage,donald-trump,elections,republican,OTHER,true,1,1,0,0
The United States is at historic record highs of individuals being apprehended on the border from countries with terrorist ties such as Pakistan or Afghanistan or Syria.,the united states is at historic record highs of individuals being apprehended on the border from countries with terrorist ties such as pakistan or afghanistan or syria,rick-perry,OTHER,republican,"comments on CNN's ""State of the Union""",pants-fire,0,1,1,1
"Says the estate tax, in many cases, forces family farmers and small businesses owners to sell their holdings.",says the estate tax in many cases forces family farmers and small businesses owners to sell their holdings,robert-hurt,OTHER,republican,a statement.,false,0,1,1,1
Sayvideo shows massive alligator strolling across Florida golf course.,sayvideo shows massive alligator strolling across florida golf course,blog-posting,animals,none,OTHER,true,1,1,0,0
The Red Sox waited 87 long years to win the World Series.,the red sox waited 87 long years to win the world series,mitt-romney,OTHER,republican,OTHER,false,0,1,1,1
"The largest tax increase that we have ever had in our state is yours it is the business margins tax that you signed, governor.",the largest tax increase that we have ever had in our state is yours it is the business margins tax that you signed governor,kay-bailey-hutchison,OTHER,republican,OTHER,false,0,1,0,1
We are giving almost $2 billion of taxpayer money to the junk food and fast food industries every year to make the (childhood obesity) epidemic worse.,we are giving almost 2 billion of taxpayer money to the junk food and fast food industries every year to make the childhood obesity epidemic worse,dennis-kucinich,OTHER,democrat,a news release,false,0,1,1,1
There is a precedent for not nominating someone to the U.S. Supreme Court in the middle of a presidential election.,there is a precedent for not nominating someone to the u s supreme court in the middle of a presidential election,paul-ryan,OTHER,republican,an interview,false,0,1,1,1
"There is no disagreement that we need action by our government, a recovery plan that will help to jump-start the economy.",there is no disagreement that we need action by our government a recovery plan that will help to jump start the economy,barack-obama,"economy,stimulus",democrat,a news conference,false,0,1,1,1
"McCain ""still thinks it's okay when women don't earn equal pay for equal work.""",mccain still thinks it's okay when women don't earn equal pay for equal work,hillary-clinton,legal-issues,democrat,OTHER,false,0,1,1,1
"Says Rick Perrys Pay to Play politics led him to send $899 million to an offshore call center in Bermuda, driving down enrollment in childrens health insurance",says rick perrys pay to play politics led him to send 899 million to an offshore call center in bermuda driving down enrollment in childrens health insurance,texas-democratic-party,health-care,democrat,news release,false,0,1,1,1
"Medicare costs have slowed down dramatically. In fact, the first two months of this fiscal year, Medicare costs were down even in nominal terms relative to the previous year.",medicare costs have slowed down dramatically in fact the first two months of this fiscal year medicare costs were down even in nominal terms relative to the previous year,OTHER,"federal-budget,health-care,medicare",democrat,"an interview on CNN's ""State of the Union""",true,1,1,1,0
Theres been no conclusive or specific report to say Russia was trying to muddy the election.,theres been no conclusive or specific report to say russia was trying to muddy the election,reince-priebus,OTHER,republican,"comments on ""Meet the Press""",false,0,1,0,1
"In California, the windmills are killing hundreds and hundreds of eagles.",in california the windmills are killing hundreds and hundreds of eagles,donald-trump,"energy,environment",republican,OTHER,barely-true,1,1,0,0
Says Gov. Scott Walker dropped out or was kicked out of college short of a degree not long after he was kicked out of student elections at Marquette University.,says gov scott walker dropped out or was kicked out of college short of a degree not long after he was kicked out of student elections at marquette university,state-democratic-party-wisconsin,"candidates-biography,education",democrat,a web posting,false,0,1,0,1
Wisconsins projected state budget shortfall is now as low as $1.5 billion,wisconsins projected state budget shortfall is now as low as 1 5 billion,OTHER,state-budget,democrat,OTHER,false,0,1,1,1
Heroin .. pours across our southern borders.,heroin pours across our southern borders,donald-trump,drugs,republican,the third presidential debate,true,1,1,0,0
Says Mitt Romney supports cap and trade.,says mitt romney supports cap and trade,rick-santorum,OTHER,republican,OTHER,false,0,1,1,1
"The State Election Board has issued nearly $275,000 in fines to violators of absentee ballot laws.",the state election board has issued nearly 275 000 in fines to violators of absentee ballot laws,brian-kemp,elections,republican,UNKNOWN,true,1,1,1,0
My supporters arent special interest groups in Madison and Milwaukee.,my supporters arent special interest groups in madison and milwaukee,mark-neumann,campaign-finance,republican,OTHER,mostly-true,1,1,1,0
The government is trying to now close the Lincoln Memorial for any kind of large gatherings.,the government is trying to now close the lincoln memorial for any kind of large gatherings,glenn-beck,OTHER,none,OTHER,pants-fire,0,1,0,1
You know what (Saddam Hussein) did well? He killed terrorists.,you know what saddam hussein did well he killed terrorists,donald-trump,"foreign-policy,terrorism",republican,OTHER,barely-true,1,1,0,0
The immigration bill has a specific provision that says that Secretary Napolitano does not have to build any fence if she chooses not to.,the immigration bill has a specific provision that says that secretary napolitano does not have to build any fence if she chooses not to,jeff-sessions,immigration,republican,OTHER,false,0,1,1,1
"Says the stimulus bill sent tax credits overseas, such as half a billion to an electric car company that created hundreds of jobs in Finland.",says the stimulus bill sent tax credits overseas such as half a billion to an electric car company that created hundreds of jobs in finland,americans-prosperity,OTHER,none,a TV ad,false,0,1,0,1
Six thousand people have sought addiction treatment through expanded Medicaid.,six thousand people have sought addiction treatment through expanded medicaid,maggie-hassan,OTHER,democrat,OTHER,false,0,1,1,1
The problem with raising tax rates on the wealthiest Americans is that more than half of them are small business owners.,the problem with raising tax rates on the wealthiest americans is that more than half of them are small business owners,john-boehner,"deficit,federal-budget,taxes",republican,a news conference,false,0,1,0,1
About 78 to 81 House Democrats are members of the Communist Party. ... Its called the Congressional Progressive Caucus.,about 78 to 81 house democrats are members of the communist party its called the congressional progressive caucus,allen-west,candidates-biography,republican,OTHER,pants-fire,0,1,1,1
Bill McCollum backed Jim Greers effort to hide financial irregularities.,bill mccollum backed jim greers effort to hide financial irregularities,rick-scott,OTHER,republican,a TV ad.,false,0,1,1,1
Says under President Barack Obama theres been the lowest discretionary spending weve had in decades in the United States.,says under president barack obama theres been the lowest discretionary spending weve had in decades in the united states,cory-booker,federal-budget,democrat,OTHER,false,0,1,1,1
"In one year, (President Obama) provided $90 billion in breaks to the green energy world into solar and wind, to Solyndra and Fisker and Tesla and Ener1.",in one year president obama provided 90 billion in breaks to the green energy world into solar and wind to solyndra and fisker and tesla and ener1,mitt-romney,OTHER,republican,the first presidential debate in Denver,false,0,1,0,1
Hedge fund managers pay less in taxes than nurses and truck drivers.,hedge fund managers pay less in taxes than nurses and truck drivers,hillary-clinton,OTHER,democrat,OTHER,false,0,1,1,1
"The big Wall Street banks, the big corporations give many times more political donations to Democrats than Republicans.",the big wall street banks the big corporations give many times more political donations to democrats than republicans,jim-demint,OTHER,republican,an interview,false,0,1,0,1
David Perdue has never voted in a Republican primary until his name was on the ballot.,david perdue has never voted in a republican primary until his name was on the ballot,jack-kingston,voting-record,republican,OTHER,false,0,1,1,1
Says in Texas its legal to shoot someone whos committing a public nuisance under the cover of dark.,says in texas its legal to shoot someone whos committing a public nuisance under the cover of dark,OTHER,"guns,legal-issues",democrat,a blog post,false,0,1,1,1
Says Oregon state employees received a catch-up pay raise in 1981 -- just two years after they agreed not to take a raise in exchange for a retirement benefit.,says oregon state employees received a catch up pay raise in 1981 just two years after they agreed not to take a raise in exchange for a retirement benefit,dennis-richardson,OTHER,republican,OTHER,false,0,1,1,1
"All of Texas is conservative, except a little bit of Austin.",all of texas is conservative except a little bit of austin,sean-hannity,OTHER,none,OTHER,false,0,1,0,1
"Scientists have shown us (that) the greater possibilities, the real science movement, has been with adult stem cell research. It has not been with embryonic.",scientists have shown us that the greater possibilities the real science movement has been with adult stem cell research it has not been with embryonic,scott-walker,health-care,republican,OTHER,false,0,1,1,1
On implementing a sales tax.,on implementing a sales tax,OTHER,"message-machine,taxes",democrat,a television ad,false,0,1,1,1
"A few weeks ago, (the) education committee in Congress is deciding whats going to be in your local salad bar.",a few weeks ago the education committee in congress is deciding whats going to be in your local salad bar,dave-brat,OTHER,republican,OTHER,false,0,1,0,1
Warren Buffett called (Jeff) Greenes scheme financial weapons of mass destruction.,warren buffett called jeff greenes scheme financial weapons of mass destruction,kendrick-meek,OTHER,democrat,a television ad,false,0,1,1,1
Over half the people on disability are either anxious or their back hurts.,over half the people on disability are either anxious or their back hurts,rand-paul,disability,republican,a speech in New Hampshire,false,0,1,1,1
One of every two Wisconsin residents are on some kind of government handout.,one of every two wisconsin residents are on some kind of government handout,OTHER,OTHER,republican,OTHER,false,0,1,0,1
"A new ruling by the EPA would force dairy farmers to comply with the Spill Prevention, Control and Countermeasure Program when dealing with spilt milk -- the same regulations oil and natural gas producers must follow.",a new ruling by the epa would force dairy farmers to comply with the spill prevention control and countermeasure program when dealing with spilt milk the same regulations oil and natural gas producers must follow,morgan-griffith,environment,republican,a newsletter.,false,0,1,1,1
"Last year, we had zero percent growth in GDP in Virginia ...The only states that did worse than us were Alaska and Mississippi.",last year we had zero percent growth in gdp in virginia the only states that did worse than us were alaska and mississippi,OTHER,economy,republican,OTHER,true,1,1,0,0
"In the U.S. Constitution, theres a little section in there that talks about life, liberty and the pursuit of happiness.",in the u s constitution theres a little section in there that talks about life liberty and the pursuit of happiness,herman-cain,history,republican,OTHER,false,0,1,1,1
"Your tax dollars are not being used to sue you, the people.",your tax dollars are not being used to sue you the people,alan-hays,redistricting,republican,OTHER,false,0,1,1,1
We now work the longest hours of any people around the world.,we now work the longest hours of any people around the world,bernie-s,labor,independent,OTHER,false,0,1,1,1
Says more Republicans than Democrats voted for the Wall Street bailouts.,says more republicans than democrats voted for the wall street bailouts,kurt-schrader,OTHER,democrat,a radio show,false,0,1,1,1
A bill that could restrict free speech when the president is nearby was signed by President Barack Obama in secret.,a bill that could restrict free speech when the president is nearby was signed by president barack obama in secret,andrew-napolitano,OTHER,republican,an interview on Fox News,pants-fire,0,1,0,1
"This town (Wilmington, Ohio) hasnt taken any money from the government. They dont want any money from the government.",this town wilmington ohio hasnt taken any money from the government they dont want any money from the government,glenn-beck,OTHER,none,OTHER,pants-fire,0,1,0,1
"We were not, I repeat, were not told that waterboarding or any of these other enhanced interrogation methods were used.",we were not i repeat were not told that waterboarding or any of these other enhanced interrogation methods were used,nancy-pelosi,terrorism,democrat,a news conference.,false,0,1,1,1
Says Ron Johnson helped companies ship jobs overseas.,says ron johnson helped companies ship jobs overseas,russ-feingold,OTHER,democrat,a TV ad,false,0,1,1,1
Says Bill Clinton opposes President Barack Obamas plan to raise taxes on wealthy Americans.,says bill clinton opposes president barack obamas plan to raise taxes on wealthy americans,american-crossroads,"message-machine,taxes",republican,OTHER,false,0,1,0,1
Our economy is not growing.,our economy is not growing,rick-scott,economy,republican,a speech at the Republican convention,false,0,1,1,1
"Obama has ""visited more countries and met with more world leaders than any president in his first six months in office.""",obama has visited more countries and met with more world leaders than any president in his first six months in office,chain-email,foreign-policy,none,a widely circulated e-mail,true,1,1,0,0
"Says Texas has so few gas-pump inspectors in the field, the HEBs of this state, the Brookshires of this state, theyre calibrating their own gas pumps. The (Texas Department of Agriculture) just sends them the stickers and they calibrate them.",says texas has so few gas pump inspectors in the field the hebs of this state the brookshires of this state theyre calibrating their own gas pumps the texas department of agriculture just sends them the stickers and they calibrate them,hank-gilbert,OTHER,democrat,a speech.,false,0,1,1,1
Senator Obama has voted 94 times to either increase your taxes or against tax cuts.,senator obama has voted 94 times to either increase your taxes or against tax cuts,john-mccain,taxes,republican,OTHER,false,0,1,1,1
Lorain is the poorest urban school district in the state of Ohio.,lorain is the poorest urban school district in the state of ohio,OTHER,OTHER,democrat,OTHER,false,0,1,1,1
Says President Barack Obama said that American exceptionalism is no more exceptional than the exceptionalism of any other country.,says president barack obama said that american exceptionalism is no more exceptional than the exceptionalism of any other country,rudy-giuliani,OTHER,republican,OTHER,false,0,1,0,1
The U.S. Supreme Court struck down Wisconsins photo ID election law,the u s supreme court struck down wisconsins photo id election law,debbie-wasserman-schultz,elections,democrat,a news release,false,0,1,1,1
"A telephone company will no longer have to provide landline service to customers if there is an alternative provider, including wireless.",a telephone company will no longer have to provide landline service to customers if there is an alternative provider including wireless,ward-armstrong,market-regulation,democrat,OTHER,true,1,1,0,0
Alexander Hamilton was an immigration hawk.,alexander hamilton was an immigration hawk,rush-limbaugh,"history,immigration",none,OTHER,half-true,1,1,0,0
A few weeks ago Obama took Hamas and Iran OFF the terror list.,a few weeks ago obama took hamas and iran off the terror list,glenn-beck,OTHER,none,a Facebook post,false,0,1,1,1
The Electric Reliability Council of Texas (ERCOT) has estimated that the Obama administrations Power Plan will cause energy costs in Texas to rise as much as 16 percent per year.,the electric reliability council of texas ercot has estimated that the obama administrations power plan will cause energy costs in texas to rise as much as 16 percent per year,lamar-smith,OTHER,republican,OTHER,false,0,1,1,1
Jebs policies in Florida helped lead to its almost total collapse.,jebs policies in florida helped lead to its almost total collapse,donald-trump,OTHER,republican,a tweet,barely-true,1,1,0,0
"Says kids who start in the ninth grade in the city of Newark this past September, 23 percent of them will graduate in four years.",says kids who start in the ninth grade in the city of newark this past september 23 percent of them will graduate in four years,chris-christie,education,republican,a radio interview,pants-fire,0,1,1,1
Says Donald Trump wants to replace Obamacare with a single-payer system.,says donald trump wants to replace obamacare with a single payer system,OTHER,"health-care,public-health",republican,an interview,half-true,1,1,0,0
All private healthcare plans must conform to government rules to participate in a Healthcare Exchange.,all private healthcare plans must conform to government rules to participate in a healthcare exchange,chain-email,OTHER,none,a chain e-mail,true,1,1,0,0
On debating.,on debating,rick-perry,elections,republican,a press release,false,0,1,0,1
"Obama supports ""teaching schoolchildren in 2nd grade, no less about homosexual relationships.""",obama supports teaching schoolchildren in 2nd grade no less about homosexual relationships,focus-family-action,OTHER,none,OTHER,barely-true,1,0,0,0
Virtually every person across this country has seen premiums going up and up and up due to Obamacare.,virtually every person across this country has seen premiums going up and up and up due to obamacare,ted-cruz,health-care,republican,OTHER,false,0,1,1,1
